858,7215,13,3248,-510,1464
1705,6935,404,2776,-1580,1368
2023,7052,194,2526,-2492,1471
2342,7099,314,2174,-2235,1810
3019,7277,768,2108,-1925,1871
3032,7402,353,2688,-2395,1643
2519,6601,77,2256,-2914,1430
2189,7041,442,1034,-2283,1284
2316,7523,815,471,-669,1178
3010,7208,700,116,74,911
3867,8339,734,-194,-462,219
4488,10175,-466,128,891,-477
4908,11338,-870,-1569,2011,-1126
5653,11514,178,-3055,2459,-1579
3689,14097,-1631,-4188,3689,-2196
533,11705,-2569,-6763,5027,-2251
-769,11519,-1783,-8584,3421,-2677
-3673,11734,2670,-10067,4224,-2571
-5514,12428,4846,-8925,1673,-2496
-2336,11325,1794,-7606,-7016,-3511
2628,10362,-335,-5906,-7343,-4385
3319,9717,-325,-4653,-3219,-4680
3722,8616,1400,-4516,940,-4634
3190,7339,1363,-3466,2598,-4370
2321,6291,1707,-2963,3866,-3708
1829,5305,1093,-3060,5768,-2931
114,4085,1110,-3297,6518,-1543
-721,3608,1070,-3664,7484,-968
-788,3335,640,-2782,8391,-513
-1361,2995,-35,-1375,7997,-243
-1928,2707,-732,267,6811,64
-2140,2412,-1098,2302,4873,824
-1362,2594,-1814,4439,2248,1599
-574,3220,-3707,6512,297,1782
-176,4526,-7821,7533,-515,1826
989,10680,-9049,7689,1807,2221
13158,22887,-8284,3150,-4750,-44
12168,19535,-3461,-3831,3100,-1643
-2439,8486,-2890,-5448,6537,-1448
-8454,1644,-3203,-2854,5685,-2400
-5516,-1778,-3888,-265,1811,-1599
-1221,5609,-3445,5061,-4622,1303
3304,13384,-927,7237,-8912,393
6042,26223,-2488,1140,-3880,-622
4740,4628,6467,-5473,-6190,264
-6828,1220,2360,4135,-9452,-1139
-4086,3085,482,3724,-3571,2933
366,7141,4392,5973,-4425,3277
5807,12108,2669,6125,-13448,-359
6835,9697,2477,4998,-9051,338
1459,8497,1820,3061,-324,2428
-1761,6153,-1153,2454,496,3065
-1555,5364,-248,3160,298,2895
-173,6697,325,3547,111,2908
3534,7922,2105,4688,-1970,2760
4428,7493,3215,4057,-863,2294
3518,5848,628,2998,-85,2385
1728,7395,129,3305,420,1646
954,6876,-37,3895,-1218,847
1390,7162,-224,3343,-1897,1331
2209,7418,578,2056,-3162,1441
2366,7101,752,2168,-2302,1611
1325,6807,-17,2689,-1268,1927
1323,6983,1,2227,-2242,2172
2522,6455,652,1742,-3061,2439
3671,7642,1310,1515,-3148,2124
3653,8111,460,1560,-1417,1438
3251,8629,66,341,635,1267
4634,10346,-1006,-1162,2391,-3
5777,11404,-244,-2756,3557,-1075
4318,11533,-102,-3715,3105,-2068
2216,13169,-1581,-5182,3808,-2548
-1321,12504,-2063,-7842,2655,-2879
-3562,11395,2736,-10006,4902,-3025
-5175,12608,4825,-9151,6535,-3479
-4948,13253,2368,-8182,-6069,-3587
582,11091,-1386,-6796,-11847,-4250
3083,9929,722,-5311,-7950,-4784
4686,9249,1797,-5150,-959,-5348
3603,7627,1903,-4576,648,-5589
2679,5887,2027,-3292,3499,-4758
1447,5071,1370,-2486,5173,-3905
568,3991,1562,-2380,6964,-2534
147,3512,1864,-2970,7948,-1949
-473,3520,1402,-2376,8482,-1746
