487,4358,1361,-3914,8212,-990
-372,3567,1336,-4649,9067,-913
-1031,3072,432,-3879,9111,-659
-1637,3171,88,-2500,7269,-892
-1941,3182,-344,-696,5402,-676
-1854,2579,-170,1524,1934,130
-458,2302,-691,3596,-631,836
649,2682,-2215,5895,-1182,1494
2159,4102,-7417,8186,563,2241
5621,12232,-10798,8368,1691,2242
18998,21294,-6973,2694,-3572,-1849
10739,12884,-4095,-1936,3440,-2362
460,8814,-2763,-2072,5845,-1045
-5237,5317,-4279,-1339,5959,-1530
-4224,3694,-4614,590,2029,-1277
2024,9236,-4247,4647,-4752,1016
8581,13188,3618,3949,-8528,-585
476,14332,-1433,-2383,-4595,-1130
-5065,125,3255,-851,-4665,728
-5408,1289,63,4841,-6835,1397
-1843,7091,5676,5302,-9511,3819
4582,14069,4376,5142,-12109,1503
7723,11186,2294,2698,-12493,302
3596,5118,2858,3868,-2382,709
187,7948,781,2273,941,2806
-1149,6538,467,2275,-744,2154
59,6505,1139,3441,-3035,1471
2031,6289,1843,2983,-4110,1433
3510,7971,2845,2741,-2650,1575
3700,7197,2107,2366,-438,2034
2858,6378,1043,1957,-868,2136
1864,6814,374,2132,-878,1314
1892,6926,727,2071,-2428,1309
2694,6452,1108,1739,-3937,1317
3516,7436,835,1613,-4129,1554
4075,6626,1017,1612,-3848,1390
2809,7025,946,1779,-2899,1574
1647,6890,200,2063,-2095,1829
1576,6041,145,1283,-2991,2056
2346,7099,1233,543,-3364,2074
3742,7094,1684,527,-2929,1843
4347,6653,2206,-55,-2298,1385
4713,7293,2169,374,-568,643
3848,8378,312,523,-670,198
4122,9569,-768,-628,-123,6
5229,8771,-522,-2543,1350,333
5273,8710,-540,-1893,2117,-673
4210,10208,-217,-2912,1691,-1471
3590,11743,-1214,-4289,3989,-2297
442,11981,-2216,-6278,4593,-2851
-1214,11257,-1179,-7629,4699,-3042
-2275,11472,2480,-7451,5449,-3173
-1709,12446,4212,-8182,-264,-4511
-2957,13733,1825,-6341,-10647,-4103
1410,10125,-1529,-6167,-13038,-4899
2800,10021,-14,-4803,-6499,-4722
4150,8360,2505,-4488,-175,-4534
2952,7353,1765,-4305,2593,-4205
1472,6168,904,-3639,2767,-3446
694,5247,854,-4174,4860,-2073
639,4947,865,-4582,6332,-1441
212,4563,687,-4332,7493,-1179
-212,3732,500,-3548,7556,-1161
-929,3451,177,-2203,6380,-1149
-1192,3336,-319,-516,5206,-555
-1608,2317,-267,1247,2723,351
-357,2233,-602,2933,673,1066
897,2456,-1526,4798,-132,1547
1743,3041,-5371,7180,1153,1679
3201,8766,-10294,8503,1916,2134
14687,17841,-8212,5293,-3220,-802
14693,16496,-4003,-751,263,-1546
3503,11524,-2503,-2011,6359,-525
-4527,7758,-3951,-2610,7448,-1027
-5023,2926,-5554,-222,4633,-2150
-1883,4507,-4499,2694,-1802,367
3001,8836,-423,6752,-6196,1936
5849,14597,4617,5392,-8740,-574
4711,9953,-444,-3998,-7394,-1601
-3243,583,4631,249,-7285,710
211,9039,4922,4345,-5188,3301
5163,13582,3083,4181,-10556,1656
5356,8310,1807,4145,-8771,-24
1815,6238,3463,3331,1846,2077
-2466,7870,-684,1834,1936,2837
-883,6504,125,3214,-2924,1662
1503,6678,1946,2917,-4937,1366
4028,7021,2462,2785,-3285,1390
3908,7189,2696,2564,-384,2019
2398,6216,1508,2381,-840,2112
2109,7027,829,2183,-1530,1248
2001,7060,994,2121,-3297,916
2454,6806,887,1782,-3800,1368
3314,6935,488,1545,-3445,1484
3690,6899,642,1232,-3541,1247
3472,7153,1173,1475,-2786,1281
2518,7036,790,1805,-2760,1449
