18,Walking,1654066358,-6.625,-0.812,+7.566
18,Walking,1654066358,-7.338,-1.534,+7.473
18,Walking,1654066358,-7.733,-3.01,+7.833
18,Walking,1654066358,-8.416,-4.184,+7.519
18,Walking,1654066358,-8.145,-1.9540000000000002,+7.459
18,Walking,1654066358,-7.648,-2.5949999999999998,+6.162
18,Walking,1654066358,-8.691,+0.623,+5.799
18,Walking,1654066358,-7.991,-0.317,+4.456
18,Walking,1654066358,-8.041,+0.812,+5.447
18,Walking,1654066358,-7.321,-0.506,+4.933
18,Walking,1654066358,-7.089,-1.853,+3.681
18,Walking,1654066358,-7.518,-2.32,+3.722
18,Walking,1654066358,-8.206,-3.042,+4.763
18,Walking,1654066358,-7.01,-4.338,+6.851
18,Walking,1654066358,-6.165,-4.418,+7.609
18,Walking,1654066358,-7.934,-4.103,+7.297
18,Walking,1654066358,-7.934,-1.7970000000000002,+5.999
18,Walking,1654066358,-10.432,-1.7970000000000002,+5.999
18,Walking,1654066358,-10.367,-1.017,+4.519
18,Walking,1654066358,-8.787,-1.206,+5.033
18,Walking,1654066358,-9.443,-0.093,+4.044
18,Walking,1654066358,-10.543,-3.692,+2.542
18,Walking,1654066358,-10.606,-3.141,+1.433
18,Walking,1654066358,-9.555,-2.37,-0.001
18,Walking,1654066358,-7.604,-1.207,-1.561
18,Walking,1654066358,-6.166,-2.384,-2.556
18,Walking,1654066358,-7.306,-2.172,-1.8250000000000002
18,Walking,1654066358,-9.285,-2.158,-0.5
18,Walking,1654066358,-8.684,-3.991,+3.5380000000000003
18,Walking,1654066358,-8.497,-6.55,+13.115
18,Walking,1654066358,-9.335,-12.619,+18.712
18,Walking,1654066358,-12.174,-10.067,+13.484
18,Walking,1654066358,-11.737,-7.817,+3.866
18,Walking,1654066358,-10.513,-6.272,-2.023
18,Walking,1654066358,-8.74,-4.166,-3.427
18,Walking,1654066358,-7.902,-2.576,-1.651
18,Walking,1654066358,-8.308,-2.44,+1.318
18,Walking,1654066358,-9.877,-3.46,+3.355
18,Walking,1654066358,-10.823,-5.072,+3.565
18,Walking,1654066358,-10.823,-6.618,+2.582
18,Walking,1654066358,-9.801,-6.618,+2.582
18,Walking,1654066358,-8.353,-7.627,+2.084
18,Walking,1654066358,-8.863,-6.6690000000000005,+2.245
18,Walking,1654066358,-8.961,-4.771,+1.478
18,Walking,1654066358,-9.053,-2.6189999999999998,+0.195
18,Walking,1654066358,-8.85,-2.265,-0.135
18,Walking,1654066358,-8.959,-2.822,+0.787
18,Walking,1654066358,-9.516,-3.69,+1.968
18,Walking,1654066358,-9.412,-4.365,+2.568
18,Walking,1654066358,-8.933,-4.333,+2.387
18,Walking,1654066358,-8.471,-3.983,+1.5899999999999999
18,Walking,1654066358,-8.363,-3.478,+0.903
18,Walking,1654066358,-9.086,-4.878,+1.897
18,Walking,1654066358,-9.58,-4.589,+0.8280000000000001
18,Walking,1654066358,-10.031,-5.008,+1.658
18,Walking,1654066358,-9.299,-4.589,-1.6139999999999999
18,Walking,1654066358,-9.067,-3.9619999999999997,+2.327
18,Walking,1654066358,-9.332,-3.915,+2.215
18,Walking,1654066358,-9.219,-4.047,+2.254
18,Walking,1654066358,-8.618,-3.851,+1.616
18,Walking,1654066358,-8.618,-3.851,+1.502
18,Walking,1654066358,-7.807,-3.779,+1.502
18,Walking,1654066358,-7.377,-4.167,+1.842
18,Walking,1654066358,-7.13,-4.496,+1.9609999999999999
18,Walking,1654066358,+3.312,-7.028,+1.982
18,Walking,1654066358,-11.072,-4.268,+1.031
18,Walking,1654066358,-18.648,-9.345,+1.21
18,Walking,1654066358,-8.45,-7.11,-1.052
18,Walking,1654066358,-7.999,-7.598,-0.092
18,Walking,1654066358,-6.992,-8.385,+2.387
18,Walking,1654066358,-9.098,-5.769,+1.403
18,Walking,1654066358,-9.113,-3.592,-0.186
18,Walking,1654066358,-9.418,-2.548,-0.321
18,Walking,1654066358,-9.942,-2.2720000000000002,-1.456
18,Walking,1654066358,-10.624,-2.732,-1.7930000000000001
18,Walking,1654066358,-9.778,-3.547,-0.451
18,Walking,1654066358,-9.523,-5.999,+1.034
18,Walking,1654066358,-9.097,-6.093,+0.867
18,Walking,1654066358,-9.264,-6.079,+1.3
18,Walking,1654066358,-9.36,-4.877,+1.028
18,Walking,1654066358,-9.38,-3.723,-0.07
18,Walking,1654066358,-9.38,-3.723,-1.163
18,Walking,1654066358,-8.862,-4.03,-1.104
18,Walking,1654066358,-9.077,-3.547,-0.798
18,Walking,1654066358,-8.764,-3.815,-1.022
18,Walking,1654066358,-8.949,-4.849,-0.96
18,Walking,1654066358,-9.421,-3.439,-0.842
18,Walking,1654066358,-9.961,-4.258,-1.741
18,Walking,1654066358,-10.12,-4.435,-1.5470000000000002
18,Walking,1654066358,-10.678,-4.077,-0.77
18,Walking,1654066358,-10.275,-5.105,-1.283
18,Walking,1654066358,-9.798,-5.529,-1.073
18,Walking,1654066358,-9.393,-7.165,-2.617
18,Walking,1654066358,-9.681000000000001,-7.6850000000000005,-3.748
18,Walking,1654066358,-11.655,-7.91,-3.783
18,Walking,1654066358,-11.021,-7.897,-3.832
18,Walking,1654066358,-10.28,-8.504,-2.482
18,Walking,1654066358,-9.746,-8.639,-1.593
18,Walking,1654066358,-6.915,-8.212,-2.317
18,Walking,1654066358,-7.57,-7.531,-2.343
18,Walking,1654066358,-7.792,-8.05,-2.377
18,Walking,1654066358,-6.345,-7.709,-3.442
18,Walking,1654066358,-6.345,-7.479,-3.109
18,Walking,1654066358,-5.165,-7.479,-3.109
18,Walking,1654066358,-0.081,-6.342,-5.009
18,Walking,1654066358,-5.352,-5.313,-2.122
18,Walking,1654066358,-4.493,-4.34,-0.8250000000000001
18,Walking,1654066358,-4.32,-3.801,+1.883
18,Walking,1654066358,-4.39,-4.971,+2.654
